lead_hours,method,n,mae_c,rmse_c,bias_c
46,yesterday_c,27,1.4444444444444444,1.8954135676924424,-0.037037037037037035
46,ecmwf_ifs_c,27,1.3555555555555563,1.688961986722198,0.8148148148148151
46,bias_corrected_c,27,1.7517289536457379,2.127682845108852,1.4047306987032517
46,ridge_corrected_c,27,1.9732062031969706,2.3383623172624812,1.9101745631728122
46,timesfm_c,27,1.0950971532751013,1.6418780934400163,-0.03428819444444445
46,timesfm_nwp_c,27,0.9528352949354384,1.319976383202139,0.022119663379810476
47,persistence_c,25,1.24,1.61245154965971,0.76
47,yesterday_c,25,1.04,1.5231546211727816,-0.4
47,ecmwf_ifs_c,25,1.5759999999999998,1.949358868961793,0.7840000000000003
47,bias_corrected_c,25,2.013487977323398,2.3991998325272297,1.411572146725497
47,ridge_corrected_c,25,1.9431542196676082,2.3406862274955818,1.7809456715902507
47,timesfm_c,25,0.8512832641601562,1.0967643724674856,-0.40940658569335936
47,timesfm_nwp_c,25,0.8088961791992187,1.08857914940835,-0.3468919372558594
48,persistence_c,26,1.5,1.9903613896824017,-0.11538461538461539
48,yesterday_c,26,1.5,1.9903613896824017,-0.11538461538461539
48,ecmwf_ifs_c,26,1.6576923076923071,2.103019806776034,0.9807692307692305
48,bias_corrected_c,26,2.079203953672474,2.575823503822955,1.5726252855476
48,ridge_corrected_c,26,2.1725650209078866,2.6171952362843918,1.965276957966468
48,timesfm_c,26,1.292233026944674,1.7377221171516444,-0.39394341982327974
48,timesfm_nwp_c,26,1.1659638331486628,1.5078914852500953,-0.41214972275954026
